time,x,y,z
4.158,-0.06,-0.21,1.64
4.181,-0.03,-0.23,1.60
4.182,0.01,-0.24,1.52
4.183,0.02,-0.25,1.41
4.183,0.03,-0.24,1.30
4.200,0.04,-0.23,1.17
4.202,0.03,-0.20,1.07
4.202,0.04,-0.17,0.97
4.203,0.01,-0.14,0.90
4.217,-0.02,-0.12,0.80
4.218,-0.03,-0.10,0.70
4.218,-0.04,-0.07,0.61
4.219,-0.04,-0.05,0.53
4.239,-0.06,-0.04,0.49
4.240,-0.08,-0.02,0.50
4.241,-0.10,-0.01,0.53
4.241,-0.13,0.00,0.61
4.258,-0.14,0.01,0.69
4.259,-0.16,0.01,0.80
4.259,-0.15,0.01,0.89
4.260,-0.13,-0.00,0.97
4.278,-0.12,-0.01,1.06
4.279,-0.10,-0.04,1.13
4.279,-0.09,-0.06,1.18
4.279,-0.05,-0.09,1.19
4.297,-0.03,-0.10,1.19
4.298,-0.01,-0.11,1.20
4.298,-0.01,-0.11,1.19
4.299,0.00,-0.11,1.15
4.318,-0.00,-0.11,1.13
4.318,-0.00,-0.09,1.08
4.319,0.00,-0.08,1.03
4.319,-0.03,-0.07,1.00
4.338,-0.04,-0.07,0.96
4.339,-0.04,-0.05,0.93
4.339,-0.04,-0.04,0.90
4.340,-0.04,-0.03,0.87
4.358,-0.05,-0.03,0.86
4.358,-0.04,-0.02,0.86
4.359,-0.03,-0.02,0.84
4.359,-0.02,-0.01,0.83
4.378,-0.02,0.00,0.83
4.378,-0.01,0.01,0.83
4.379,-0.02,0.03,0.83
4.379,0.00,0.05,0.80
4.398,-0.01,0.06,0.81
4.399,-0.01,0.08,0.79
4.399,0.00,0.07,0.77
4.400,0.01,0.09,0.77
4.418,0.01,0.10,0.76
4.419,0.01,0.10,0.76
4.419,0.01,0.10,0.76
4.419,0.01,0.10,0.77
4.438,0.03,0.10,0.76
4.439,0.03,0.09,0.78
4.440,0.02,0.10,0.79
4.440,0.03,0.09,0.83
4.463,0.02,0.09,0.86
4.464,0.02,0.08,0.90
4.465,0.02,0.09,0.92
4.465,0.02,0.09,0.93
4.487,0.02,0.08,0.94
4.488,0.03,0.08,0.94
4.488,0.02,0.07,0.94
4.489,0.02,0.07,0.95
4.498,0.02,0.06,0.96
4.499,0.01,0.06,0.98
4.500,0.02,0.05,0.98
4.501,0.02,0.05,1.00
4.518,0.01,0.05,1.01
4.519,0.01,0.06,1.02
4.520,-0.01,0.06,1.02
4.520,-0.02,0.07,1.02
4.541,-0.02,0.08,1.04
4.541,-0.03,0.09,1.05
4.542,-0.03,0.09,1.06
4.542,-0.03,0.08,1.06
4.559,-0.03,0.08,1.08
4.559,-0.04,0.09,1.09
4.560,-0.02,0.09,1.10
4.561,-0.02,0.08,1.11
4.579,-0.01,0.07,1.14
4.580,-0.01,0.08,1.16
4.580,-0.01,0.07,1.18
4.580,-0.02,0.06,1.20
4.601,-0.02,0.06,1.23
4.602,-0.02,0.05,1.25
4.602,-0.04,0.04,1.26
4.603,-0.04,0.03,1.26
4.619,-0.03,0.01,1.25
4.620,-0.03,0.01,1.25
4.621,-0.03,-0.01,1.23
4.621,-0.04,-0.01,1.22
4.639,-0.02,-0.01,1.19
4.639,-0.03,0.00,1.17
4.640,-0.03,0.01,1.13
4.640,-0.05,0.02,1.09
4.659,-0.05,0.02,1.07
4.660,-0.06,0.02,1.07
4.660,-0.06,-0.01,1.10
4.661,-0.06,-0.02,1.14
4.679,-0.05,-0.05,1.18
4.680,-0.04,-0.06,1.24
4.680,-0.02,-0.07,1.30
4.681,-0.01,-0.06,1.32
4.699,-0.00,-0.07,1.35
4.700,0.01,-0.08,1.36
4.701,0.04,-0.09,1.37
4.701,0.07,-0.12,1.37
4.719,0.08,-0.15,1.36
4.720,0.07,-0.17,1.37
4.721,0.07,-0.20,1.38
4.721,0.08,-0.19,1.39
4.741,0.07,-0.20,1.39
4.742,0.08,-0.19,1.37
4.742,0.07,-0.16,1.34
4.743,0.08,-0.14,1.27
4.769,0.08,-0.12,1.19
4.770,0.10,-0.12,1.13
4.770,0.10,-0.10,1.04
4.771,0.12,-0.10,0.95
4.779,0.11,-0.05,0.85
4.780,0.09,-0.03,0.77
4.780,0.09,-0.00,0.70
4.781,0.07,0.01,0.62
4.799,0.05,0.03,0.58
4.800,0.04,0.03,0.54
4.800,0.03,0.03,0.52
4.801,0.02,0.03,0.53
4.819,0.01,0.02,0.57
4.820,-0.01,0.03,0.62
4.821,-0.01,0.01,0.69
4.822,-0.00,-0.01,0.76
4.840,0.01,-0.03,0.82
4.841,0.01,-0.05,0.90
4.842,0.02,-0.05,0.97
4.842,0.03,-0.08,1.02
4.859,0.05,-0.10,1.07
4.860,0.05,-0.11,1.11
4.861,0.06,-0.13,1.13
4.861,0.07,-0.14,1.15
4.880,0.07,-0.14,1.15
4.882,0.08,-0.13,1.13
4.882,0.08,-0.13,1.13
4.883,0.08,-0.11,1.10
4.900,0.07,-0.09,1.06
4.901,0.06,-0.07,1.02
4.901,0.05,-0.05,0.96
4.902,0.05,-0.03,0.92
4.920,0.05,-0.02,0.89
4.921,0.04,-0.00,0.87
4.921,0.03,0.02,0.85
4.922,0.01,0.05,0.83
4.940,-0.00,0.08,0.83
4.941,-0.03,0.08,0.83
4.942,-0.03,0.10,0.83
4.942,-0.03,0.11,0.82
4.960,-0.03,0.10,0.82
4.961,-0.02,0.09,0.81
4.962,-0.00,0.08,0.83
4.962,0.00,0.08,0.83
4.980,0.02,0.08,0.83
4.980,0.03,0.07,0.84
4.981,0.05,0.07,0.83
4.982,0.04,0.08,0.85
5.003,0.05,0.07,0.86
5.004,0.06,0.08,0.86
5.004,0.07,0.08,0.86
5.005,0.06,0.07,0.86
5.033,0.06,0.08,0.87
5.034,0.05,0.09,0.87
5.034,0.03,0.10,0.88
5.035,0.03,0.11,0.91
5.042,0.02,0.12,0.93
5.042,0.03,0.11,0.96
5.043,0.04,0.11,0.98
5.043,0.05,0.10,1.00
5.061,0.06,0.10,1.04
5.061,0.07,0.10,1.05
5.062,0.08,0.08,1.08
5.062,0.09,0.07,1.10
5.080,0.10,0.07,1.10
5.081,0.10,0.08,1.12
5.082,0.10,0.08,1.13
5.082,0.09,0.09,1.13
5.100,0.09,0.10,1.12
5.101,0.08,0.10,1.12
5.102,0.08,0.11,1.11
5.102,0.07,0.11,1.10
5.120,0.07,0.12,1.09
5.121,0.07,0.12,1.08
5.122,0.07,0.12,1.08
5.122,0.07,0.13,1.07
5.140,0.05,0.12,1.08
5.141,0.05,0.13,1.09
5.141,0.03,0.13,1.09
5.142,0.02,0.12,1.08
5.161,0.01,0.10,1.10
5.162,0.03,0.10,1.10
5.162,0.00,0.08,1.10
5.163,0.01,0.06,1.11
5.183,0.01,0.05,1.10
5.184,0.02,0.04,1.11
5.185,0.02,0.03,1.12
5.185,0.04,0.02,1.11
5.201,0.05,0.02,1.11
5.202,0.07,0.02,1.09
5.203,0.08,0.04,1.07
5.203,0.07,0.04,1.05
5.221,0.07,0.03,1.02
5.222,0.09,0.03,1.03
5.222,0.07,0.01,1.05
5.223,0.06,-0.00,1.07
5.241,0.05,-0.03,1.09
5.242,0.02,-0.05,1.13
5.242,-0.01,-0.07,1.17
5.243,-0.02,-0.09,1.24
5.261,-0.04,-0.11,1.31
5.262,-0.05,-0.14,1.40
5.262,-0.04,-0.17,1.46
5.262,-0.02,-0.19,1.53
5.282,0.00,-0.22,1.57
5.283,0.03,-0.23,1.57
5.283,0.05,-0.23,1.51
5.284,0.06,-0.23,1.43
5.301,0.07,-0.22,1.33
5.302,0.06,-0.20,1.23
5.303,0.05,-0.18,1.14
5.304,0.04,-0.17,1.04
5.322,0.04,-0.15,0.98
5.322,0.02,-0.13,0.91
5.323,-0.02,-0.10,0.84
5.323,-0.04,-0.07,0.76
5.342,-0.06,-0.05,0.68
5.343,-0.09,-0.03,0.61
5.343,-0.10,-0.02,0.57
5.344,-0.12,0.00,0.56
5.362,-0.13,0.00,0.56
5.363,-0.13,-0.01,0.59
5.364,-0.12,-0.02,0.66
5.364,-0.12,-0.04,0.75
5.382,-0.10,-0.06,0.85
5.383,-0.09,-0.08,0.93
5.383,-0.09,-0.10,1.00
5.384,-0.06,-0.12,1.03
5.402,-0.01,-0.15,1.10
5.402,0.00,-0.17,1.16
5.403,0.01,-0.16,1.21
5.404,0.03,-0.17,1.26
5.428,0.05,-0.17,1.27
5.428,0.04,-0.15,1.27
5.429,0.02,-0.14,1.26
5.429,-0.02,-0.12,1.22
5.452,-0.03,-0.11,1.17
5.453,-0.03,-0.09,1.11
5.454,-0.03,-0.08,1.04
5.454,-0.03,-0.07,1.00
5.462,-0.05,-0.06,0.98
5.462,-0.04,-0.04,0.94
5.463,-0.05,-0.03,0.93
5.464,-0.05,-0.01,0.90
5.482,-0.06,0.02,0.88
5.483,-0.06,0.03,0.85
5.483,-0.06,0.04,0.83
5.484,-0.05,0.04,0.82
5.502,-0.04,0.06,0.80
5.503,-0.04,0.06,0.79
5.504,-0.02,0.06,0.78
5.505,0.00,0.06,0.77
5.522,0.01,0.05,0.78
5.523,0.01,0.06,0.79
5.523,0.02,0.06,0.79
5.524,0.01,0.07,0.81
5.542,0.01,0.07,0.81
5.543,0.00,0.06,0.84
5.544,0.00,0.06,0.85
5.544,0.00,0.05,0.86
5.562,-0.01,0.05,0.89
5.563,0.01,0.03,0.90
5.564,-0.00,0.03,0.91
5.564,-0.00,0.04,0.92
5.585,-0.01,0.03,0.94
5.586,0.00,0.04,0.94
5.586,0.01,0.03,0.95
5.587,0.01,0.03,0.95
5.603,0.01,0.04,0.97
5.604,0.01,0.04,0.98
5.604,0.02,0.03,0.98
5.605,0.01,0.04,0.97
5.623,0.00,0.04,0.96
5.624,0.01,0.05,0.95
5.624,-0.00,0.04,0.96
5.624,-0.01,0.04,0.98
5.643,-0.01,0.04,1.01
5.644,-0.02,0.04,1.03
5.644,-0.03,0.05,1.06
5.645,-0.04,0.06,1.08
5.663,-0.05,0.07,1.09
5.664,-0.06,0.08,1.10
5.665,-0.06,0.08,1.10
5.665,-0.07,0.09,1.10
5.685,-0.06,0.09,1.09
5.685,-0.05,0.09,1.09
5.686,-0.06,0.09,1.08
5.686,-0.05,0.10,1.08
5.704,-0.05,0.10,1.07
5.705,-0.05,0.11,1.06
5.706,-0.05,0.12,1.06
5.706,-0.05,0.11,1.07
5.725,-0.05,0.11,1.07
5.730,-0.04,0.10,1.10
5.731,-0.05,0.08,1.10
5.731,-0.04,0.06,1.11
5.763,-0.03,0.06,1.12
5.767,-0.03,0.05,1.11
5.768,-0.03,0.03,1.10
5.768,-0.03,0.03,1.12
5.769,-0.03,0.02,1.11
5.769,-0.03,0.02,1.12
5.770,-0.03,0.02,1.10
5.771,-0.02,0.03,1.08
5.784,-0.04,0.02,1.07
5.785,-0.04,0.02,1.07
5.785,-0.06,0.01,1.08
5.786,-0.07,-0.01,1.10
5.804,-0.07,-0.05,1.14
5.804,-0.08,-0.07,1.17
5.805,-0.08,-0.07,1.22
5.805,-0.07,-0.08,1.27
5.823,-0.07,-0.08,1.32
5.824,-0.06,-0.09,1.34
5.824,-0.06,-0.07,1.38
5.825,-0.05,-0.09,1.40
5.843,-0.03,-0.10,1.40
5.844,-0.02,-0.12,1.40
5.845,-0.02,-0.14,1.39
5.846,-0.03,-0.14,1.36
5.864,-0.02,-0.16,1.33
5.865,-0.01,-0.14,1.29
5.866,-0.01,-0.12,1.28
5.866,-0.01,-0.11,1.27
5.884,0.00,-0.10,1.23
5.884,0.01,-0.10,1.20
5.885,0.02,-0.09,1.14
5.886,0.03,-0.07,1.09
5.904,0.04,-0.07,1.02
5.905,0.04,-0.06,0.96
5.905,0.04,-0.04,0.89
5.906,0.04,-0.03,0.83
5.924,0.03,-0.02,0.75
5.925,0.04,-0.02,0.70
5.925,0.02,-0.01,0.68
5.926,0.02,-0.01,0.67
5.944,0.02,-0.02,0.67
5.945,0.01,-0.02,0.67
5.945,0.02,-0.05,0.70
5.946,0.04,-0.05,0.72
5.968,0.04,-0.07,0.78
5.969,0.03,-0.07,0.84
5.970,0.03,-0.08,0.88
5.970,0.03,-0.08,0.94
5.997,0.03,-0.08,0.97
5.998,0.03,-0.09,1.02
5.999,0.04,-0.12,1.05
5.999,0.05,-0.13,1.07
6.004,0.05,-0.14,1.10
6.004,0.06,-0.15,1.10
6.005,0.06,-0.16,1.12
6.005,0.06,-0.15,1.09
6.024,0.05,-0.14,1.09
6.025,0.06,-0.12,1.07
6.025,0.04,-0.11,1.05
6.026,0.02,-0.09,1.03
6.044,0.02,-0.07,1.01
6.045,0.01,-0.05,1.00
6.046,-0.01,-0.04,0.98
6.046,-0.03,-0.02,0.95
6.064,-0.04,0.01,0.93
6.065,-0.03,0.02,0.91
6.065,-0.02,0.04,0.87
6.066,-0.02,0.05,0.85
6.084,-0.02,0.06,0.83
6.085,-0.01,0.07,0.83
6.085,0.00,0.07,0.80
6.086,0.02,0.07,0.81
6.108,0.03,0.06,0.80
6.109,0.03,0.06,0.79
6.109,0.03,0.06,0.80
6.109,0.02,0.06,0.82
6.132,0.00,0.08,0.81
6.134,0.00,0.07,0.82
6.134,-0.00,0.08,0.82
6.135,-0.00,0.09,0.83
6.147,-0.01,0.10,0.84
6.148,0.00,0.09,0.86
6.148,0.02,0.09,0.88
6.149,0.02,0.09,0.91
6.165,0.03,0.10,0.93
6.166,0.04,0.09,0.94
6.166,0.05,0.08,0.95
6.167,0.06,0.08,0.98
6.185,0.06,0.07,0.98
6.186,0.08,0.07,1.00
6.186,0.08,0.07,1.01
6.187,0.08,0.05,1.00
6.204,0.09,0.06,1.03
6.205,0.08,0.05,1.03
6.205,0.09,0.06,1.04
6.206,0.08,0.07,1.05
6.225,0.06,0.08,1.03
6.226,0.06,0.08,1.03
6.226,0.04,0.09,1.02
6.227,0.02,0.09,1.03
6.249,0.02,0.09,1.03
6.249,0.02,0.09,1.03
6.250,0.03,0.09,1.04
6.250,0.02,0.08,1.04
6.267,0.05,0.07,1.06
6.268,0.05,0.05,1.08
6.269,0.05,0.03,1.10
6.269,0.07,0.02,1.12
6.285,0.08,0.01,1.13
6.286,0.06,0.00,1.15
6.286,0.05,-0.01,1.15
6.287,0.06,-0.01,1.16
6.305,0.04,-0.01,1.16
6.306,0.05,-0.01,1.15
6.307,0.05,-0.01,1.13
6.308,0.05,0.00,1.11
6.325,0.06,0.01,1.10
6.326,0.05,0.03,1.08
6.327,0.05,0.06,1.04
6.327,0.06,0.08,1.00
6.346,0.04,0.09,0.97
6.347,0.03,0.09,0.97
6.347,0.01,0.07,0.98
6.348,-0.01,0.04,1.00
6.367,-0.03,0.01,1.05
6.367,-0.05,-0.02,1.09
6.368,-0.06,-0.05,1.15
6.369,-0.08,-0.08,1.22
6.401,-0.09,-0.09,1.32
6.402,-0.09,-0.11,1.41
6.402,-0.09,-0.14,1.49
6.403,-0.03,-0.16,1.57
6.405,0.01,-0.18,1.61
6.406,0.03,-0.20,1.65
6.406,0.04,-0.21,1.63
6.407,0.06,-0.20,1.60
6.426,0.05,-0.20,1.52
6.426,0.03,-0.18,1.43
6.427,0.03,-0.18,1.34
6.428,0.02,-0.17,1.26
6.446,0.02,-0.15,1.18
6.447,0.01,-0.13,1.11
6.448,-0.02,-0.11,1.01
6.448,-0.04,-0.07,0.94
6.466,-0.07,-0.04,0.87
6.467,-0.10,-0.02,0.80
6.468,-0.11,0.01,0.72
6.468,-0.12,0.01,0.66
6.486,-0.13,0.02,0.61
6.486,-0.13,0.03,0.58
6.487,-0.14,0.03,0.56
6.487,-0.14,0.04,0.57
6.505,-0.14,0.05,0.57
6.506,-0.15,0.04,0.61
6.507,-0.14,0.04,0.64
6.507,-0.14,0.03,0.68
6.530,-0.13,0.02,0.74
6.531,-0.12,0.00,0.83
6.532,-0.10,-0.02,0.89
6.532,-0.11,-0.03,0.94
6.550,-0.08,-0.04,0.97
6.551,-0.06,-0.07,0.99
6.551,-0.05,-0.07,1.04
6.552,-0.03,-0.09,1.09
6.566,-0.04,-0.10,1.12
6.567,-0.04,-0.09,1.15
6.568,-0.03,-0.09,1.18
6.568,-0.01,-0.09,1.18
6.586,-0.01,-0.08,1.18
6.588,-0.02,-0.08,1.18
6.588,-0.01,-0.06,1.16
6.589,-0.02,-0.05,1.15
6.606,-0.02,-0.03,1.11
6.607,-0.02,-0.03,1.06
6.608,-0.02,-0.01,1.00
6.608,-0.00,-0.00,0.94
6.626,-0.00,0.01,0.91
6.627,-0.00,0.02,0.86
6.628,0.00,0.03,0.83
6.628,0.01,0.06,0.80
6.646,0.02,0.07,0.79
6.647,0.01,0.10,0.77
6.647,0.00,0.11,0.75
6.648,-0.01,0.12,0.74
6.670,-0.01,0.13,0.73
6.671,0.00,0.13,0.72
6.672,-0.00,0.14,0.73
6.672,0.01,0.13,0.74
6.687,0.02,0.13,0.78
6.688,0.01,0.13,0.81
6.689,0.02,0.12,0.83
6.689,0.01,0.11,0.84
6.707,0.00,0.11,0.89
6.708,-0.01,0.10,0.92
6.708,-0.00,0.10,0.95
6.709,-0.01,0.10,0.98
6.727,-0.03,0.09,0.98
6.727,-0.02,0.09,1.01
6.728,-0.03,0.09,1.02
6.728,-0.01,0.08,1.02
6.747,-0.01,0.08,1.04
6.748,-0.00,0.07,1.04
6.748,0.00,0.07,1.06
6.749,0.02,0.07,1.07
6.767,0.01,0.07,1.07
6.768,0.01,0.06,1.07
6.768,0.01,0.06,1.09
6.768,0.01,0.06,1.08
6.795,0.00,0.06,1.08
6.797,0.00,0.06,1.09
6.798,-0.00,0.06,1.09
6.799,0.00,0.06,1.10
6.808,0.01,0.07,1.11
6.808,0.00,0.07,1.12
6.809,0.01,0.07,1.11
6.809,0.00,0.07,1.12
6.827,0.00,0.07,1.12
6.828,-0.02,0.06,1.12
6.828,-0.02,0.07,1.12
6.829,-0.03,0.06,1.11
6.848,-0.03,0.06,1.10
6.849,-0.02,0.05,1.10
6.850,-0.04,0.04,1.08
6.851,-0.03,0.04,1.09
6.868,-0.02,0.02,1.08
6.869,-0.03,0.02,1.10
6.869,-0.02,0.01,1.08
6.870,-0.01,0.01,1.09
6.888,0.00,0.02,1.08
6.889,0.03,0.02,1.07
6.890,0.03,0.02,1.03
6.890,0.05,0.04,1.02
6.907,0.04,0.05,1.00
6.908,0.02,0.05,1.01
6.909,0.02,0.02,1.01
6.909,0.00,-0.00,1.04
6.929,-0.01,-0.04,1.08
6.930,-0.03,-0.07,1.14
6.931,-0.04,-0.10,1.21
6.931,-0.04,-0.12,1.28
6.963,-0.04,-0.13,1.34
6.964,-0.03,-0.15,1.41
6.965,-0.02,-0.19,1.47
6.965,-0.01,-0.22,1.52
6.967,0.01,-0.25,1.55
6.968,0.05,-0.29,1.55
6.969,0.08,-0.31,1.54
6.969,0.09,-0.33,1.52
6.988,0.10,-0.33,1.49
6.989,0.11,-0.32,1.47
6.989,0.11,-0.30,1.43
6.990,0.11,-0.27,1.38
7.008,0.08,-0.22,1.30
7.009,0.10,-0.19,1.22
7.009,0.11,-0.16,1.14
7.010,0.10,-0.12,1.04
7.029,0.08,-0.08,0.95
7.030,0.07,-0.05,0.85
7.031,0.05,-0.00,0.75
7.031,0.04,0.03,0.66
7.048,0.02,0.06,0.58
7.049,0.02,0.07,0.51
7.049,0.01,0.07,0.49
7.050,0.00,0.08,0.46
7.068,-0.01,0.07,0.47
7.069,0.00,0.05,0.50
7.069,0.03,0.03,0.55
7.069,0.05,0.01,0.61
7.098,0.05,-0.02,0.70
7.099,0.07,-0.03,0.78
7.100,0.08,-0.04,0.86
7.100,0.09,-0.06,0.93
7.108,0.10,-0.08,1.00
7.109,0.12,-0.09,1.06
7.109,0.11,-0.11,1.08
7.110,0.09,-0.11,1.08
7.128,0.07,-0.10,1.06
7.129,0.05,-0.08,1.06
7.129,0.04,-0.06,1.06
7.130,0.03,-0.04,1.05
7.149,0.03,-0.02,1.04
7.150,0.02,-0.02,1.01
7.151,0.01,-0.02,1.00
7.151,-0.01,-0.01,0.97
7.168,0.00,0.01,0.95
7.169,-0.01,0.02,0.94
7.170,-0.03,0.03,0.89
7.170,-0.02,0.04,0.87
7.188,-0.02,0.06,0.84
7.189,0.00,0.07,0.83
7.189,0.02,0.08,0.84
7.190,0.04,0.08,0.84
7.209,0.04,0.09,0.84
7.209,0.06,0.10,0.83
7.210,0.06,0.10,0.83
7.211,0.04,0.11,0.83
7.231,0.03,0.13,0.84
7.232,0.01,0.13,0.85
7.233,0.00,0.15,0.86
7.234,-0.00,0.15,0.86
7.249,-0.02,0.15,0.87
7.250,-0.03,0.16,0.86
7.250,-0.03,0.15,0.85
7.251,-0.04,0.14,0.86
7.269,-0.03,0.14,0.88
7.270,-0.01,0.14,0.89
7.270,0.00,0.12,0.93
7.271,0.01,0.11,0.95
7.290,0.01,0.10,0.97
7.291,0.01,0.09,1.01
7.292,0.02,0.08,1.04
7.292,0.03,0.09,1.05
7.311,0.03,0.07,1.07
7.312,0.04,0.07,1.10
7.312,0.04,0.07,1.12
7.313,0.06,0.05,1.16
7.335,0.06,0.06,1.16
7.336,0.07,0.06,1.14
7.336,0.07,0.07,1.13
7.337,0.08,0.08,1.10
7.358,0.08,0.09,1.08
7.359,0.07,0.10,1.05
7.359,0.07,0.10,1.03
7.360,0.06,0.12,1.02
7.382,0.04,0.12,1.01
7.384,0.01,0.12,1.02
7.384,0.01,0.12,1.02
7.385,-0.01,0.12,1.04
7.389,-0.02,0.11,1.07
7.390,-0.03,0.09,1.09
7.391,-0.03,0.08,1.11
7.391,-0.04,0.06,1.13
7.409,-0.03,0.04,1.15
7.410,-0.01,0.03,1.16
7.411,-0.02,0.02,1.16
7.411,-0.00,-0.01,1.16
7.430,0.02,-0.02,1.14
7.431,0.02,-0.03,1.14
7.432,0.04,-0.04,1.11
7.432,0.05,-0.03,1.07
7.450,0.04,-0.01,1.02
7.451,0.03,0.01,0.98
7.451,0.02,0.01,0.96
7.451,0.01,-0.00,0.96
7.470,0.00,-0.02,0.98
7.471,-0.01,-0.03,1.00
7.471,-0.04,-0.05,1.05
7.471,-0.06,-0.06,1.13
7.489,-0.06,-0.06,1.19
7.490,-0.07,-0.08,1.27
7.491,-0.06,-0.09,1.33
7.491,-0.03,-0.10,1.39
7.515,-0.03,-0.11,1.44
7.516,-0.01,-0.12,1.48
7.517,0.01,-0.12,1.51
7.517,0.03,-0.11,1.51
7.530,0.04,-0.09,1.48
7.531,0.05,-0.09,1.42
7.531,0.05,-0.07,1.34
7.532,0.05,-0.06,1.27
7.550,0.05,-0.05,1.20
7.551,0.04,-0.06,1.15
7.551,0.04,-0.04,1.09
7.551,0.03,-0.03,1.03
7.570,0.03,-0.02,0.96
7.571,0.02,-0.01,0.89
7.571,0.01,-0.00,0.81
7.571,0.01,0.01,0.75
7.591,-0.02,0.03,0.69
7.592,-0.02,0.03,0.66
7.592,-0.03,0.03,0.64
7.592,-0.04,0.03,0.66
7.611,-0.04,0.02,0.70
7.611,-0.05,0.01,0.76
7.612,-0.05,0.00,0.84
7.612,-0.04,-0.01,0.88
7.631,-0.02,-0.02,0.96
7.632,-0.04,-0.04,1.01
7.633,-0.03,-0.06,1.05
7.633,-0.03,-0.08,1.09
7.663,-0.03,-0.09,1.10
7.664,-0.02,-0.10,1.13
7.664,-0.00,-0.10,1.15
7.665,0.01,-0.11,1.17
7.670,0.02,-0.12,1.18
7.671,0.02,-0.11,1.17
7.671,0.02,-0.10,1.17
7.672,0.02,-0.10,1.11
7.691,0.02,-0.08,1.08
7.692,0.01,-0.06,1.03
7.692,0.00,-0.04,0.98
7.693,-0.00,-0.02,0.95
7.711,-0.02,-0.01,0.92
7.712,-0.01,0.01,0.89
7.712,-0.01,0.02,0.86
7.713,-0.02,0.04,0.84
7.731,-0.03,0.05,0.80
7.732,-0.04,0.07,0.77
7.732,-0.03,0.09,0.75
7.732,-0.05,0.10,0.75
7.751,-0.04,0.10,0.74
7.751,-0.04,0.11,0.73
7.752,-0.04,0.10,0.75
7.752,-0.04,0.09,0.76
7.772,-0.04,0.08,0.77
7.773,-0.02,0.08,0.78
7.773,-0.02,0.06,0.79
7.774,-0.03,0.06,0.82
7.798,-0.04,0.06,0.85
7.799,-0.03,0.07,0.87
7.800,-0.03,0.05,0.88
7.801,-0.02,0.05,0.91
7.811,-0.01,0.04,0.92
7.812,-0.01,0.04,0.94
7.813,-0.01,0.03,0.95
7.814,-0.02,0.03,0.96
7.831,-0.01,0.03,0.98
7.832,-0.01,0.02,1.01
7.832,-0.01,0.02,1.01
7.833,-0.02,0.02,1.04
7.851,-0.02,0.02,1.03
7.852,-0.01,0.02,1.04
7.852,-0.00,0.02,1.04
7.853,-0.01,0.02,1.04
7.871,-0.01,0.02,1.05
7.872,-0.01,0.02,1.05
7.873,-0.02,0.03,1.07
7.874,-0.02,0.04,1.07
7.907,-0.02,0.05,1.08
7.908,-0.02,0.06,1.08
7.908,-0.02,0.07,1.08
7.908,-0.03,0.07,1.08
7.911,-0.04,0.07,1.08
7.912,-0.04,0.09,1.09
7.912,-0.05,0.09,1.09
7.912,-0.06,0.09,1.08
7.933,-0.07,0.11,1.08
7.934,-0.08,0.11,1.08
7.935,-0.10,0.12,1.08
7.935,-0.10,0.12,1.12
7.952,-0.09,0.11,1.14
7.953,-0.09,0.09,1.17
7.953,-0.08,0.07,1.18
7.954,-0.06,0.06,1.19
7.972,-0.05,0.05,1.18
7.973,-0.04,0.04,1.18
7.974,-0.04,0.02,1.17
7.974,-0.04,0.01,1.14
7.992,-0.03,-0.01,1.13
7.993,-0.02,-0.03,1.13
7.994,-0.02,-0.05,1.13
7.995,-0.01,-0.06,1.12
8.012,-0.01,-0.05,1.12
8.013,-0.00,-0.04,1.09
8.013,-0.01,-0.04,1.06
8.014,-0.02,-0.03,1.05
8.032,-0.04,-0.03,1.05
8.033,-0.04,-0.04,1.07
8.034,-0.05,-0.06,1.09
8.034,-0.05,-0.08,1.10
8.056,-0.04,-0.09,1.14
8.057,-0.04,-0.10,1.17
8.057,-0.04,-0.11,1.22
8.058,-0.01,-0.12,1.26
8.082,-0.00,-0.14,1.29
8.083,0.00,-0.15,1.32
8.084,0.00,-0.16,1.35
8.084,0.02,-0.18,1.37
8.092,0.03,-0.20,1.38
8.093,0.05,-0.21,1.38
8.094,0.06,-0.22,1.39
8.095,0.07,-0.22,1.37
8.112,0.07,-0.21,1.31
8.113,0.07,-0.20,1.24
8.114,0.07,-0.17,1.16
8.114,0.05,-0.14,1.09
8.132,0.06,-0.11,1.01
8.132,0.05,-0.10,0.94
8.133,0.05,-0.09,0.86
8.133,0.07,-0.09,0.78
8.159,0.07,-0.10,0.71
8.160,0.07,-0.10,0.65
8.160,0.06,-0.09,0.61
8.160,0.04,-0.07,0.60
8.180,0.03,-0.07,0.60
8.181,0.03,-0.06,0.66
8.181,0.03,-0.07,0.73
8.182,0.05,-0.08,0.82
8.192,0.05,-0.08,0.89
8.193,0.06,-0.09,0.96
8.194,0.05,-0.10,1.03
8.194,0.06,-0.11,1.08
8.213,0.05,-0.11,1.11
8.214,0.05,-0.10,1.14
8.214,0.05,-0.12,1.16
8.214,0.05,-0.13,1.15
8.233,0.06,-0.14,1.15
8.233,0.06,-0.14,1.13
8.234,0.06,-0.13,1.09
8.234,0.04,-0.12,1.05
8.253,0.04,-0.11,1.02
8.254,0.03,-0.10,1.00
8.255,0.02,-0.08,0.99
8.256,0.02,-0.06,0.95
8.276,0.00,-0.05,0.93
8.277,0.01,-0.04,0.91
8.278,0.00,-0.02,0.89
8.278,-0.01,-0.02,0.87
8.312,-0.02,0.00,0.85
8.313,-0.02,0.02,0.83
8.314,-0.02,0.04,0.81
8.314,-0.02,0.05,0.81
8.315,-0.03,0.06,0.80
